Company,Headquarter,Sector,Investor,Amount,Stage,fundyear
BhaskarGuru,Bhopal,Search Engine,Inflection Point Ventures,1000000.0,Seed,2018
Gugu,Coimbatore,Battery,Inflection Point Ventures,250000.0,Seed,2018
FarmTaaza,Bangalore,Agriculture,Inflection Point Ventures,239797377.9602122,Series A,2018
Vizzbee,Bhopal,AI,Inflection Point Ventures,20000.0,Pre-Seed,2018
BIGPHI TECHNOLOGIES PVT. LTD.,Bangalore,Fashion,Inflection Point Ventures,900000.0,Angel,2018
Mobycy,Gurgaon,Fitness,Inflection Point Ventures,239797377.9602122,Angel,2018
Traveo Soft Pvt. Ltd.,Bangalore,Mobile,Inflection Point Ventures,1200000.0,Undisclosed,2018
Em Personal Care,Worli,Cosmetics,Inflection Point Ventures,239797377.9602122,Seed,2018
Lucideus,Delhi,Consulting,Inflection Point Ventures,5000000.0,Venture - Series Unknown,2018
Eupheus Learning,Delhi,E-learning,Inflection Point Ventures,239797377.9602122,Seed,2018
GamingMonk,Delhi,Esports,Inflection Point Ventures,40000000.0,Series A,2018
Sukkhi Jewellery,Mumbai,Fashion,Inflection Point Ventures,510000000.0,Venture - Series Unknown,2018
INDwealth,Gurgaon,Finance,Inflection Point Ventures,2200000000.0,Seed,2018
Medikabazaar,Mumbai,B2B,Inflection Point Ventures,5000000.0,Series A,2018
NIRA,Bangalore,Credit,Inflection Point Ventures,1000000.0,Seed,2018
Duroflex Pvt. Ltd.,Alleppey,Consumer Goods,Inflection Point Ventures,22000000.0,Private Equity,2018
Clensta,Delhi,Biotechnology,Inflection Point Ventures,239797377.9602122,Seed,2018
Jetbrain Robotics,Gurgaon,Health,Inflection Point Ventures,70000.0,Seed,2018
Medimetry,Haryana,Health,Inflection Point Ventures,239797377.9602122,Seed,2018
Healthkart,Gurgaon,E-Commerce,Inflection Point Ventures,10000000.0,Venture - Series Unknown,2018
Indiabulls Ventures,Mumbai,Finance,Inflection Point Ventures,15392000000.0,Post-IPO Equity,2018
Vistara,Haryana,Aerospace,Inflection Point Ventures,20000000000.0,Private Equity,2018
ClearTax,Delhi,Accounting,Inflection Point Ventures,4000000000.0,Series B,2018
Shuttl,Gurgaon,Apps,Inflection Point Ventures,1000000.0,Seed,2018
GuruQ,Delhi,Reading Apps,Inflection Point Ventures,25000000.0,Seed,2018
Azure Power,Delhi,Energy,Inflection Point Ventures,185000000.0,Post-IPO Equity,2018
Cube,Mumbai,Banking,Inflection Point Ventures,140000000.0,Series A,2018
RAHI Care,Chandigarh,Health,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
Mynvax,Bangalore,Biotechnology,Inflection Point Ventures,239797377.9602122,Angel,2018
Loans4SME,Mumbai,Finance,Inflection Point Ventures,239797377.9602122,Seed,2018
UpCyclersLab,Mumbai,Apps,Inflection Point Ventures,239797377.9602122,Seed,2018
Cellerite Systems,Hyderabad,Electric Vehicle,Inflection Point Ventures,239797377.9602122,Seed,2018
Taru Naturals,Mumbai,Agriculture,Inflection Point Ventures,239797377.9602122,Seed,2018
LetsMD,Delhi,Fitness,Inflection Point Ventures,1000000.0,Seed,2018
Twenty Two Motors,Haryana,Automotive,Inflection Point Ventures,65000000.0,Corporate Round,2018
Truebil,Mumbai,Automotive,Inflection Point Ventures,2000000.0,Series A,2018
FarmersFZ,Kochi,Agriculture,Inflection Point Ventures,239797377.9602122,Seed,2018
Worxogo,Bangalore,Information Technology,Inflection Point Ventures,165000000.0,Series A,2018
Vivish Technologies (myGate),Bangalore,Apps,Inflection Point Ventures,650000000.0,Series A,2018
Singularity Dynamics,Bangalore,AI,Inflection Point Ventures,239797377.9602122,Seed,2018
Virtual MetalStreet(MetalStreet),Bangalore,B2B,Inflection Point Ventures,700000.0,Angel,2018
Veritas Finance,Guindy,Finance,Inflection Point Ventures,30000000.0,Venture - Series Unknown,2018
Manjushree Technopack,Bangalore,Packaging Services,Inflection Point Ventures,239797377.9602122,Private Equity,2018
GoZefo,Bangalore,Computer,Inflection Point Ventures,210000000.0,Venture - Series Unknown,2018
Zomato,Gurgaon,Food Delivery,Inflection Point Ventures,210000000.0,Secondary Market,2018
Innov8 Coworking,Delhi,Collaboration,Inflection Point Ventures,4000000.0,Seed,2018
RevFin,Delhi,Accounting,Inflection Point Ventures,239797377.9602122,Seed,2018
Lavelle Networks,Bangalore,Cloud Computing,Inflection Point Ventures,20000000.0,Venture - Series Unknown,2018
Blackbuck,Bangalore,Information Services,Inflection Point Ventures,2029600000.0,Series D,2018
Cardekho,Gurgaon,Automotive,Inflection Point Ventures,75000000.0,Series C,2018
ElasticRun,Pune,Delivery,Inflection Point Ventures,600000000.0,Series B,2018
Droom Technology Private Limited,Gurgaon,Automotive,Inflection Point Ventures,30000000.0,Series E,2018
Vogo Rentals,Kormangala,Last Mile Transportation,Inflection Point Ventures,80000000.0,Seed,2018
InnerChef,Gurgaon,Cooking,Inflection Point Ventures,1760000.0,Venture - Series Unknown,2018
LivQuik,Mumbai,FinTech,Inflection Point Ventures,2700000.0,Corporate Round,2018
Disprz,Chennai,E-learning,Inflection Point Ventures,400000.0,Seed,2018
9stacks,Delhi,Online Games,Inflection Point Ventures,280000000.0,Series A,2018
Origo,Gurgaon,Finance,Inflection Point Ventures,800000000.0,Venture - Series Unknown,2018
YourOwnROOM,Bangalore,Online Portals,Inflection Point Ventures,750000.0,Seed,2018
Vahdam Teas,Delhi,E-Commerce,Inflection Point Ventures,2500000.0,Series B,2018
Spoofin,Delhi,Music,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
Strom Motors,Mumbai,Automotive,Inflection Point Ventures,239797377.9602122,Angel,2018
PharmEasy,Mumbai,Health,Inflection Point Ventures,80000000.0,Series C,2018
Licious,Bangalore,Delivery Service,Inflection Point Ventures,25000000.0,Series C,2018
Stanza Living,Delhi,Hospitality,Inflection Point Ventures,730000000.0,Venture - Series Unknown,2018
docturnal,Hyderabad,Biotechnology,Inflection Point Ventures,239797377.9602122,Seed,2018
Bounce (Metro Bikes),Bangalore,Autonomous Vehicles,Inflection Point Ventures,3000000.0,Seed,2018
Technology 9 Labs (T9L),Delhi,Information Technology,Inflection Point Ventures,239797377.9602122,Corporate Round,2018
Goals101,Delhi,Finance,Inflection Point Ventures,3500000.0,Seed,2018
Satya MicroCapital,Delhi,Finance,Inflection Point Ventures,400000000.0,Venture - Series Unknown,2018
Ummeed Housing Finance Private Limited,Haryana,Finance,Inflection Point Ventures,600000000.0,Series C,2018
StockEdge,Kolkata,Analytics,Inflection Point Ventures,1100000.0,Seed,2018
Sequretek,Mumbai,Finance,Inflection Point Ventures,3700000.0,Venture - Series Unknown,2018
Avenues Payments India Pvt. Ltd.,Mumbai,Finance,Inflection Point Ventures,1300000.0,Corporate Round,2018
Qbera,Bangalore,Finance,Inflection Point Ventures,140000000.0,Venture - Series Unknown,2018
Urban Ladder,Bangalore,E-Commerce,Inflection Point Ventures,5600000.0,Seed,2018
Planet11 eCommerce Solutions India (Avenue11),Bangalore,Finance,Inflection Point Ventures,260000000.0,Corporate Round,2018
DailyNinja,Bangalore,Apps,Inflection Point Ventures,239797377.9602122,Series A,2018
Iba Halal Care,Ahmedabad,Finance,Inflection Point Ventures,150000000.0,Series A,2018
Knocksense,Lucknow,News,Inflection Point Ventures,239797377.9602122,Seed,2018
Togedr,Gurgaon,Finance,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
Parkwheels,Haryana,Industrial,Inflection Point Ventures,12000000.0,Seed,2018
ShareChat,Bangalore,Internet,Inflection Point Ventures,99230000.0,Series C,2018
Cyclops Medtech,Bangalore,Health,Inflection Point Ventures,1000000.0,Seed,2018
Livspace,Bangalore,E-Commerce,Inflection Point Ventures,70000000.0,Series C,2018
NewsBytes,Gurgaon,Apps,Inflection Point Ventures,1000000.0,Seed,2018
Leena AI,Gurgaon,AI,Inflection Point Ventures,2000000.0,Seed,2018
Max Healthcare,Delhi,Health,Inflection Point Ventures,239797377.9602122,Corporate Round,2018
GoBolt,Delhi,Logistics,Inflection Point Ventures,400000000.0,Venture - Series Unknown,2018
GoGaga,Bangalore City,Dating,Inflection Point Ventures,40000.0,Non-equity Assistance,2018
Mate Labs,Bangalore,AI,Inflection Point Ventures,550000.0,Seed,2018
Furlenco,Bangalore,Consumer,Inflection Point Ventures,239797377.9602122,Series C,2018
Ola,Kormangala,Apps,Inflection Point Ventures,50000000.0,Venture - Series Unknown,2018
DocPrime,Haryana,Health,Inflection Point Ventures,50000000.0,Funding Round,2018
CLP India Pvt. Ltd.,Mumbai,Energy,Inflection Point Ventures,365000000.0,Private Equity,2018
Xplorabox,Noida,E-Commerce,Inflection Point Ventures,239797377.9602122,Seed,2018
Myra,Bangalore,Apps,Inflection Point Ventures,8750000.0,Venture - Series Unknown,2018
Vokal,Bangalore,Internet,Inflection Point Ventures,1500000.0,Series A,2018
Kissht,Mumbai,Credit,Inflection Point Ventures,30000000.0,Series C,2018
Upwards Fintech,Mumbai,Banking,Inflection Point Ventures,5000000.0,Series A,2018
Bon(Bonfleet Solutions),Pune,Finance,Inflection Point Ventures,78000000.0,Seed,2018
Mamaearth,Gurgaon,E-Commerce,Inflection Point Ventures,4000000.0,Series A,2018
BabyChakra,Mumbai,Child Care,Inflection Point Ventures,239797377.9602122,Series B,2018
Belstar Investment and Finance Private Limited,Chennai,Finance,Inflection Point Ventures,28000000.0,Venture - Series Unknown,2018
Naaptol,Mumbai,E-Commerce,Inflection Point Ventures,15000000.0,Venture - Series Unknown,2018
Moonshine Meadery,Pune,Food And Beverage,Inflection Point Ventures,239797377.9602122,Seed,2018
Verzeo,Bangalore,E-learning,Inflection Point Ventures,5000000.0,Series A,2018
Haazri,Mumbai,Food And Beverage,Inflection Point Ventures,12500000.0,Seed,2018
Connect India,Delhi,Delivery Service,Inflection Point Ventures,239797377.9602122,Angel,2018
Flyrobe,Mumbai,Fashion,Inflection Point Ventures,264000000.0,Series B,2018
Scholify,Bangalore,Finance,Inflection Point Ventures,239797377.9602122,Pre-Seed,2018
Dream11,Mumbai,Fantasy Sports,Inflection Point Ventures,100000000.0,Series D,2018
srJna,Jaipur,E-learning,Inflection Point Ventures,239797377.9602122,Seed,2018
Nykaa,Mumbai,Beauty,Inflection Point Ventures,1130000000.0,Secondary Market,2018
Chaayos,Delhi,Food And Beverage,Inflection Point Ventures,810000000.0,Series B,2018
Heelium,Pune,Fitness,Inflection Point Ventures,239797377.9602122,Seed,2018
LT Foods,Delhi,Food And Beverage,Inflection Point Ventures,1400000000.0,Post-IPO Equity,2018
Multibashi,Bangalore,E-learning,Inflection Point Ventures,10000000.0,Seed,2018
Cleardekho,Ghaziabad,Eyewear,Inflection Point Ventures,239797377.9602122,Venture - Series Unknown,2018
Dailyhunt,Bangalore,Information Technology,Inflection Point Ventures,6000000.0,Series E,2018
SlicePay,Bangalore,FinTech,Inflection Point Ventures,14900000.0,Series A,2018
Udaan,Bangalore,B2B,Inflection Point Ventures,225000000.0,Series C,2018
Happyeasygo Group,Haryana,Travel,Inflection Point Ventures,239797377.9602122,Series A,2018
Mombay,Mumbai,Food And Beverage,Inflection Point Ventures,7500.0,Seed,2018
Droni Tech,Mumbai,Information Technology,Inflection Point Ventures,35000000.0,Seed,2018
Netmeds,Chennai,Biotechnology,Inflection Point Ventures,35000000.0,Series C,2018
Bombay Shaving,HeadQuarter Unknown,E-commerce,Sixth Sense Ventures,6300000.0,Series A,2019
Ruangguru,Mumbai,EdTech,General Atlantic,150000000.0,Series C,2019
Eduisfun,Mumbai,EdTech,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0,Fresh funding,2019
HomeLane,Chennai,Interior Design,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,Series D,2019
Nu Genes,Telangana,Agritech,Innovation in Food and Agriculture (IFA),6000000.0,Series A,2019
FlytBase,Pune,Tech,Undisclosed,43330301.2987013,Series A,2019
Finly,Bangalore,SaaS,"Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",43330301.2987013,Series A,2019
Kratikal,Noida,Tech,"Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,Pre series A,2019
Quantiphi,HeadQuarter Unknown,Ai & Tech,Multiples Alternate Asset Management,20000000.0,Series A,2019
Lenskart,Delhi,E-Commerce,SoftBank,275000000.0,Series G,2019
Cub McPaws,Mumbai,E-Commerce & Ar,Venture Catalysts,43330301.2987013,Series A,2019
Appnomic,Bangalore,SaaS,Avataar Ventures,22000000.0,Series A,2019
Kaleidofin,Chennai,FinTech,Oikocredit,5000000.0,Series A,2019
JobSquare,Ahmedabad,Hr Tech,Titan Capital,140500.0,Series A,2019
Open Secret,HeadQuarter Unknown,Food Tech,Matrix Partners,43330301.2987013,Series A,2019
LivFin,Delhi,FinTech,German development finance institution DEG,5000000.0,Series A,2019
Byju's,HeadQuarter Unknown,EdTech,"South Africa’s Naspers Ventures, the CPP Investment Board",540000000.0,Series A,2019
Zest Money,Bangalore,FinTech,Goldman Sachs.,15000000.0,Series B,2019
Witblox,HeadQuarter Unknown,EdTech,Mumbai Angels Network,182700.0,Series A,2019
Azah Personal Care Pvt. Ltd.,Gurugram,Health,"Kunal Bahl, Rohit Bansal.",43330301.2987013,Pre series A,2019
SalaryFits,HeadQuarter Unknown,FinTech,Brazilian VC Fund Confrapar,5000000.0,Series A,2019
Pristyn Care,HeadQuarter Unknown,Health,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",12000000.0,Series B,2019
Springboard,HeadQuarter Unknown,EdTech,Reach Capital,11000000.0,Post series A,2019
DROR Labs Pvt. Ltd,Delhi,Safety Tech,Inflection Point Ventures,43330301.2987013,Series A,2019
Medlife,Bangalore,Pharmaceutical,Wilson Global Opportunities Fund,15500000.0,Series A,2019
Seekify,Delhi,SaaS,Sequoia Capita,1500000.0,Seed funding,2019
Toffee Insurance,Haryana,Insurance Technology,IVM Intersurer,5500000.0,Series A,2019
Fireflies .ai,HeadQuarter Unknown,Ai,Canaan Partners,5000000.0,Series A,2019
HungerBox,Bangalore,Food & Beverage,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,Series C,2019
Bijak,HeadQuarter Unknown,Agritech,"Omnivore and Omidyar Network India, Sequoia Capital",2500000.0,Seed fund,2019
Licious,Bangalore,Food,Vertex Growth Fund,30000000.0,Series E,2019
truMe,HeadQuarter Unknown,Iot,Rajan Kaistha,140000.0,Series A,2019
Pumpkart,Chandigarh,E-Marketplace,Dinesh Dua,43330301.2987013,Series A,2019
Asteria Aerospace,Bangalore,Robotics & Ai,Reliance Industries,230000000.0,Series A,2019
Rivigo,HeadQuarter Unknown,Logistics,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd",20000000.0,Series F,2019
HappyEasyGo,Gurugram,Travel,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,Series B+,2019
Zetwerk,Bangalore,Manufacturing,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,Series B,2019
Observe.AI,Bangalore,Ai,Scale Venture Partners,26000000.0,Series A,2019
Freshokartz,Jaipur,E-Marketplace,ThinkLab,150000.0,Pre series A,2019
Lil’ Goodness and sCool meal,Bangalore,Food & Beverage,"Sajan Pillai, Muthu Krishnan,",400000.0,Series A,2019
Trell,Bangalore,Social Media,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,Pre series A,2019
VMate,HeadQuarter Unknown,EdTech,Alibaba,100000000.0,Series A,2019
Bombay Shirt Company,Mumbai,E-Commerce,Lightbox Ventures,8000000.0,Series A,2019
Slintel,HeadQuarter Unknown,SaaS,Stellaris Ventures,1500000.0,Series A,2019
MyGameMate,Bangalore,E-Sports,"Jindagi Live Angels,",100000.0,Series A,2019
Afinoz,Noida,FinTech,Fintech innovation lab,43330301.2987013,Series A,2019
Rein Games,Noida,Tech,"Manipal Education and Medical Group (MEMG) family office, Titan Capital",50000000.0,Pre series A,2019
Ecozen,Pune,Agritech,Innovation in Food & Agriculture Fund (IFA Fund),6000000.0,Series A,2019
Box8,Mumbai,Food & Beverage,Trifecta Capital,120000000.0,Series A,2019
Awign Enterprises,Bangalore,EdTech,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",4000000.0,Series A,2019
Purplle,Mumbai,Cosmetics,Goldman Sachs,30000000.0,Series C,2019
Freightwalla,Mumbai,B2B,"Amplo, FJ Labs, Rogue One Capital",4000000.0,Series A,2019
TapChief,Bangalore,EdTech,Blume Ventures.,1500000.0,Pre series A,2019
eJOHRI,Mumbai,Jewellery,Rajesh Ranavat,1000000.0,Pre series A,2019
Ninjacart,HeadQuarter Unknown,B2B Supply Chain,"Walmart, Flipkart",43330301.2987013,Series A,2019
Binca Games,Mumbai,Games,Sunil Gavaskar,43330301.2987013,Series A,2019
KredX,Bangalore,EdTech,Tiger Global Management,26000000.0,Series B,2019
m.Paani,Mumbai,EdTech,"AC Ventures, Henkel",5500000.0,Series A,2019
Origo,Gurugram,Agritech,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",6800000.0,Series A,2019
WishADish,Delhi,Food & Tech,Undisclosed,6000000.0,Series A,2019
Ecom Express,Gurugram,Logistics,CDC Group,36000000.0,Series A,2019
Stanza Living,Delhi,Accomodation,Alteria Capital,5700000.0,Series A,2019
PiBeam,Chennai,Automotive Tech,GAIL (India) Ltd,50000000.0,Series A,2019
Euler Motors,Delhi,Automotive Tech,"Blume Ventures, Emergent Ventures",2000000.0,Series A,2019
Moms Co,Delhi,E-Commerce,"Saama Capital, DSG Consumer Partners",5000000.0,Series B,2019
Cubical Labs,HeadQuarter Unknown,Iot,Rockstud Capital,43330301.2987013,Series B,2019
Lawyered,Delhi,Legal Tech,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",100000.0,Series A,2019
Cuemath,Bangalore,EdTech,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India.",5500000.0,Series A,2019
Licious,Bangalore,Food,Vertex Ventures,25000000.0,Series D,2019
Nivesh.com,Noida,Mutual Funds,Windrose Capital,600000.0,Series A,2019
Zebu,HeadQuarter Unknown,Security,Undisclosed,4000000.0,Seed round,2019
Smart Institute,Surat,EdTech,HNI investors,1500000.0,Series A,2019
CarDekho,Jaipur,Automotive,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,Series D,2019
Shadowfax,Bangalore,Logistics,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,Series D,2019
Credr,Mumbai,Automotive,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",6000000.0,Series A,2019
Sportido,Noida,Sports,"Inflection Point Ventures, SucSEED Venture Partners.",43330301.2987013,Series B,2019
Phable,HeadQuarter Unknown,Healthtech,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",220000.0,Series A,2019
Sarva,Chennai,Yoga & Wellness,"Venture fund, Fireside Ventures.",2800000.0,Series A,2019
IndyFint,Bangalore,Virtual Banking,Saravanan Adiseshan,2100000.0,Series A,2019
Zolostays,HeadQuarter Unknown,Accomodation,Trifecta Capital,7000000.0,Series A,2019
Ola,Bangalore,Logistics,"Kia Motors, Hyundai",311000000.0,Series A,2019
Zoomcar,Bangalore,Logistics,Zoomcar Inc,4800000.0,Series A,2019
Kratikal,Uttar pradesh,Tech,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000.0,Pre-series A,2019
Froogal,Hyderabad,Marketing & Customer Loyalty,US-based angel investors,1000000.0,Pre series A,2019
